Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad
26.75490049160446,33,58082.90497324691,50.0,Discover Persevering secondary frame!,Anthonyton,0,Sao Tome and Principe,2025-01-18 20:30:03.168037,1
63.627319078290625,43,71128.61960441979,136.76465113105837,Discover Front-line uniform function!,North Tracyland,0,Oman,2025-03-20 21:50:55.469568,1
37.63369922334379,32,55455.68014619438,160.70736775552132,Discover Front-line directional superstructure!,West Lindamouth,1,Bahamas,2024-06-05 00:21:13.627833,1
104.74551998461615,37,71670.64133483885,187.10821912527666,Discover Profound real-time capability!,West Edwin,1,Colombia,2024-12-29 06:29:45.362368,1
83.22725444349443,46,76108.16532217595,210.27418959848563,Discover Phased homogeneous standardization!,North Gary,0,Benin,2024-10-30 16:02:39.198824,1
67.11507582542961,42,63734.693282867236,166.03742709546037,Discover Centralized multimedia database!,Lewisburgh,1,Slovakia (Slovak Republic),2025-04-15 09:48:05.647366,1
90.27413355309338,42,43780.99567183094,177.34269634422375,Discover Up-sized dynamic project!,East Karimouth,1,Tajikistan,2024-05-10 19:31:42.266302,1
48.07368045068529,23,53038.214222463386,88.61738199687734,Discover Object-based responsive challenge!,East Judith,0,Cayman Islands,2025-04-07 06:40:41.275677,1
75.86958757340186,40,73582.84051087561,204.87303206185015,Discover Object-based multi-state support!,New Lisaland,0,United Arab Emirates,2024-12-05 20:06:21.736893,1
68.99620867437427,26,32535.582008957397,190.69440726286203,Discover Exclusive fresh-thinking solution!,South Justin,1,Liechtenstein,2024-04-29 01:58:56.268568,1
70.2804016266734,22,49120.69497732087,125.31538060133907,Discover Self-enabling fresh-thinking strategy!,Leeshire,0,Bangladesh,2024-09-26 01:16:56.929118,1
90.44707000213535,34,49855.52745329884,167.2664050115137,Discover Adaptive encompassing emulation!,Torresville,0,Uganda,2025-01-27 01:18:14.627956,1
79.64984205559604,25,42021.840994693994,163.24272733794442,Discover Customer-focused regional paradigm!,South David,0,Comoros,2024-12-23 22:58:14.887867,1
70.77447325650047,42,68093.18424878179,198.80854042201577,Discover Optimized human-resource data-warehouse!,Taylorside,1,Spain,2024-05-19 06:00:38.332918,1
31.902251275434075,43,60652.226065611656,133.95568911360465,Discover Programmable uniform application!,Debraport,0,Hong Kong,2024-08-26 21:37:14.682070,1
45.79907409441073,18,44334.12465099262,110.15069449199953,Discover Managed regional Local Area Network!,Sarahborough,1,Heard Island and McDonald Islands,2025-03-14 21:25:51.072497,1
62.545821328085516,26,64082.69380353759,120.40006521354624,Discover Decentralized foreground customer loyalty!,Nicholsshire,1,French Polynesia,2024-06-03 10:52:06.374440,1
66.86744748553302,20,52623.75647997673,175.8718393345547,Discover Networked transitional secured line!,Kaylaview,0,Papua New Guinea,2024-06-24 20:26:06.628165,1
42.39592550652152,30,41647.08140166486,63.20518359430663,Discover Innovative composite solution!,Port Camerontown,1,Latvia,2024-09-10 13:03:48.597386,1
113.23353351156842,39,44306.223846356996,50.0,Discover Seamless tangible interface!,Port Catherineshire,0,Montserrat,2024-07-20 05:56:25.091402,1
95.32788110507146,32,61540.7661216391,175.76996027871914,Discover Optional needs-based knowledgebase!,Jenniferbury,1,Qatar,2025-01-21 03:41:49.529083,1
77.04236640784967,29,69085.14817782758,150.992218566212,Discover Mandatory radical portal!,East Lee,1,Switzerland,2025-01-24 20:01:45.294331,1
66.4407372256749,48,47698.476505678205,140.7385334521271,Discover Pre-emptive transitional artificial intelligence!,Tranmouth,0,Cyprus,2024-11-08 16:41:15.535604,1
60.755820601976964,18,63166.620005035176,87.77813488046175,Discover Decentralized interactive circuit!,Lake Jeremy,1,Bosnia and Herzegovina,2024-08-20 14:06:05.874444,1
45.96163079955529,47,78726.31236366223,71.60440941618847,Discover Synergized mission-critical emulation!,East Kenneth,0,Aruba,2024-12-21 07:00:55.103282,1
66.54961037037725,29,36116.94165444621,114.61883666007256,Discover Pre-emptive discrete database!,Johnsonmouth,0,Liechtenstein,2024-12-23 07:40:33.291952,1
70.15505080285502,34,60335.04809257935,154.46780397478727,Discover Extended analyzing matrices!,Smithtown,0,Cameroon,2024-05-27 10:04:31.662453,1
40.16478849036751,29,67459.83536943112,116.56977148931179,Discover Secured executive secured line!,Brennanview,1,Marshall Islands,2024-08-10 10:49:30.449449,1
71.68352834489795,50,53572.75275101754,176.0040080096809,Discover Synergized regional capacity!,North Keithtown,0,Anguilla,2025-04-27 01:31:16.623495,1
61.89481902350502,22,73574.2481628347,101.83762631918833,Discover Secured interactive matrix!,North Danielleport,0,Aruba,2024-08-21 01:42:02.812674,1
26.843848842452182,35,87982.55557391926,119.22619707361665,Discover Upgradable logistical ability!,New Tara,1,Netherlands Antilles,2025-02-19 21:12:48.537754,1
47.79229978440996,40,60150.33022579455,168.12804218737477,Discover Ameliorated homogeneous policy!,East Roy,1,Bermuda,2024-12-09 00:53:24.767544,1
56.72788933156711,18,51496.15401583001,124.92339934061735,Discover User-centric systemic hierarchy!,Williamston,1,Ecuador,2024-08-17 20:25:39.297358,1
102.7537531468038,25,69654.74211492935,126.90600158709614,Discover Ameliorated bi-directional database!,Oliverchester,0,Sao Tome and Principe,2024-07-31 08:45:57.548439,1
76.13106249067516,33,67631.03290566852,114.26046185404749,Discover Optimized attitude-oriented initiative!,North Carriemouth,1,Nepal,2024-05-31 20:20:53.772862,1
38.29036861800218,26,20000.0,106.84237036788608,Discover Re-engineered eco-centric installation!,Port Jose,1,Belarus,2025-02-14 20:00:13.800528,1
74.72072578835274,26,54958.9666586333,154.1670941558484,Discover Secured optimal success!,Riverahaven,0,Croatia,2024-12-03 19:59:06.654803,1
34.05392022123269,31,49081.007998913294,159.348251785785,Discover Cloned incremental productivity!,Lake Cynthia,1,Cocos (Keeling) Islands,2024-06-21 08:39:31.604918,1
86.65382107774147,41,60950.58537270875,149.0859375020513,Discover Exclusive explicit standardization!,Jamestown,0,Djibouti,2024-07-31 19:06:58.821729,1
55.57750696364243,31,52095.12579559314,115.35265577786235,Discover Networked bottom-line software!,Caseyville,1,Maldives,2024-12-11 15:18:43.674994,1
63.12727622521658,45,53722.35861593497,131.9403240034651,Discover Sharable neutral knowledge user!,Anthonyport,1,Congo,2024-11-04 20:16:15.229723,1
91.5159329508438,25,42051.808608083775,203.83739133684705,Discover Distributed human-resource pricing structure!,Port Daniel,1,Ukraine,2024-06-21 15:33:02.434821,1
39.256728628315,22,66017.93827636732,83.15666491601732,Discover Streamlined secondary infrastructure!,South Crystalport,1,Argentina,2024-05-25 19:53:10.824340,1
37.057636297740174,54,79825.63332203098,215.43565121714556,Discover Monitored tertiary hardware!,Petersonberg,1,Malaysia,2025-02-20 20:04:27.854662,1
53.328013473079906,28,42284.920761774476,143.98879384470186,Discover Organic interactive portal!,Port Patriciaton,0,Mongolia,2024-08-24 01:18:29.434099,1
85.76757702038634,21,34044.174652795395,132.79494440093984,Discover Digitized impactful implementation!,Daisyberg,0,Brunei Darussalam,2024-12-16 06:40:48.956531,1
34.61307849046315,18,55300.04829741196,178.1351335520671,Discover Visionary multi-state middleware!,West Stephaniehaven,0,Martinique,2024-12-03 02:57:40.075996,1
20.0,45,54570.16508447104,57.30935723766528,Discover Cloned impactful project!,East Joseton,1,Cuba,2025-03-06 05:46:22.616398,0
55.97682283182002,31,72563.9917918054,195.21278298319004,Discover Reverse-engineered bottom-line emulation!,Lisashire,0,Sierra Leone,2024-08-31 15:06:56.832752,1
76.0348159982184,32,36562.07571432202,214.30903315793523,Discover Reduced content-based pricing structure!,Osbornmouth,1,Bolivia,2024-12-23 10:04:46.872193,1
89.00523499477659,33,46930.67237463854,183.51891469836397,Discover Networked encompassing support!,Kimland,0,Spain,2024-07-28 17:49:47.763878,1
55.73677275829202,45,22784.451410997208,55.90858524357132,Discover Intuitive asynchronous protocol!,West Christopher,0,Peru,2025-03-12 23:03:59.356087,1
56.77146785767995,33,75624.75454317735,170.5667119120193,Discover De-engineered systemic website!,New Jeremyton,1,Tajikistan,2024-07-10 07:25:49.090044,1
88.07801468511494,58,58758.16942485045,205.83994232074735,Discover Profound bifurcated support!,South Shawnmouth,0,Slovakia (Slovak Republic),2024-09-18 15:41:52.553178,1
27.605166006091586,36,48048.50629028805,201.7099515094302,Discover Business-focused contextually-based website!,Cummingsview,1,Belgium,2024-07-05 22:49:25.568113,1
57.22958449633981,45,35165.927821132354,83.67643011094425,Discover Reverse-engineered didactic superstructure!,Robertfurt,0,Puerto Rico,2024-11-05 17:20:14.122174,1
68.80847779850116,43,36542.85912734123,180.65427326412023,Discover Devolved zero administration collaboration!,Greenview,0,Pakistan,2024-06-12 16:26:22.459242,1
73.98437442570068,34,61214.00349687087,211.8228161111659,Discover Fundamental bottom-line benchmark!,Tracyview,0,Aruba,2024-08-13 09:06:29.579072,1
54.80386613618235,29,38388.62431598935,141.17862874584077,Discover Versatile composite collaboration!,East Lisaside,0,Reunion,2025-02-28 07:21:47.117597,1
65.68882023411683,38,56560.08134722854,81.89195108841119,Discover Open-architected tertiary portal!,East William,1,Belgium,2024-10-14 23:13:37.994119,1
20.0,40,85644.17291702545,173.14610370899737,Discover Secured bottom-line leverage!,Johnstonview,1,Angola,2025-03-31 01:34:02.051014,1
51.83503175332304,29,49786.18565582769,182.15431874607,Discover Decentralized encompassing Local Area Network!,North Francisco,1,Czech Republic,2024-11-29 11:43:30.410828,1
74.07017425108936,36,40578.33334038431,134.4316734269639,Discover Adaptive hybrid access!,Hawkinsstad,0,Paraguay,2025-01-02 19:46:03.556668,1
45.35411931490641,47,60730.10808179145,92.37106176544702,Discover Public-key hybrid superstructure!,Perkinschester,0,Vietnam,2025-04-01 16:58:58.148335,1
66.17968443179194,55,36613.12388827409,179.27488336144654,Discover Optimized zero administration conglomeration!,North Jonathanhaven,1,Aruba,2024-05-09 03:34:46.966495,1
73.93745001605396,43,80799.76795494105,109.24764537512968,Discover Compatible dedicated standardization!,Bryantbury,0,Niue,2024-10-06 00:03:32.789773,1
58.1490159828447,53,76054.29502792502,155.89386906155482,Discover Integrated interactive superstructure!,Lake James,1,Reunion,2025-01-15 11:15:20.214875,1
68.40927541993142,28,52537.42571569534,202.32665420051785,Discover Future-proofed heuristic knowledge user!,Jacksonburgh,0,Gabon,2024-11-17 19:16:51.576752,1
45.74534869430775,42,41540.6022786367,73.64807612191922,Discover Reverse-engineered analyzing function!,East Ashley,1,Guinea-Bissau,2024-06-21 11:33:14.380315,1
60.867774406079064,48,48613.45190836959,176.31055991877014,Discover Sharable grid-enabled extranet!,Natalieborough,0,Cambodia,2024-05-18 03:10:05.227428,1
77.20432339178446,26,50565.01581871857,131.736718787208,Discover Self-enabling 6thgeneration concept!,East Maryland,0,Western Sahara,2024-05-03 17:23:23.976135,1
68.13945921936869,30,60753.506975605975,132.773868640617,Discover Upgradable neutral functionalities!,Beltranfurt,0,Heard Island and McDonald Islands,2024-06-11 23:03:21.397170,1
53.26937460872129,52,70594.48493951674,160.57265738131306,Discover Quality-focused needs-based conglomeration!,South Josebury,0,Mayotte,2025-02-02 10:02:01.568958,1
69.48432808581586,25,39452.310538621154,109.14463874343372,Discover Cross-group actuating hardware!,Youngchester,1,Vietnam,2025-03-13 22:58:37.091084,1
79.29219581273236,21,70163.64348014117,92.99923452285428,Discover Cross-platform 5thgeneration paradigm!,South Stephanietown,1,Turks and Caicos Islands,2024-07-18 10:37:51.415498,1
24.00117442845044,50,64265.28419216947,68.63220911877289,Discover Team-oriented grid-enabled orchestration!,Port Eddiemouth,0,New Caledonia,2025-02-21 07:56:27.432834,0
88.18148129911796,46,47383.157637900906,189.2705083767686,Discover Enterprise-wide non-volatile superstructure!,Port Angelaburgh,0,Bouvet Island (Bouvetoya),2024-06-18 15:13:35.984800,1
58.274905226378564,39,38699.321564844846,125.13311259564145,Discover Monitored value-added leverage!,New Anthony,0,Malaysia,2024-07-06 12:04:37.294014,1
73.5097986648046,34,56743.490759388515,162.79761649429463,Discover Future-proofed bandwidth-monitored Internet solution!,Wendyberg,1,Russian Federation,2024-10-20 03:57:03.896332,1
88.94493847290455,30,39106.17274446874,120.5987170047338,Discover Balanced zero-defect instruction set!,New Janice,0,Aruba,2024-11-09 23:33:39.023713,1
37.56652605539068,37,70355.21273743908,93.52957986500176,Discover Ameliorated eco-centric ability!,Johnsonchester,1,Suriname,2024-09-25 12:57:56.762044,1
50.81117995144907,50,38141.75841801693,166.0925043975656,Discover Decentralized system-worthy monitoring!,North Isaacside,1,Burkina Faso,2024-06-04 12:49:31.805056,1
59.2290260824859,37,63215.59289744716,153.1185029489929,Discover Stand-alone didactic forecast!,Perezton,1,Sri Lanka,2024-12-03 06:16:51.210797,1
49.32492957751143,56,53790.754527773766,130.52403384050297,Discover Face-to-face high-level parallelism!,North Amandashire,1,Mauritius,2024-10-13 00:38:04.300197,1
99.69873151673616,26,46590.62673437198,152.07584253765873,Discover User-centric interactive infrastructure!,Lake Jessicaton,1,Wallis and Futuna,2024-08-23 07:57:57.031998,1
47.86455812346415,34,53457.52740521064,101.58061775023987,Discover Team-oriented local budgetary management!,West Robert,0,Ireland,2024-12-25 18:28:37.946241,1
53.88906441026267,31,71199.74754451303,182.42399098221244,Discover Optimized multi-state contingency!,Montgomerymouth,0,Albania,2024-07-08 05:23:59.939607,1
69.08778063205953,24,37116.13886509315,191.695785541379,Discover Self-enabling directional support!,South Benjamin,0,Zambia,2025-02-07 05:59:13.791023,1
40.95700947847823,33,48817.65167212275,170.37218285347683,Discover Re-engineered client-server open architecture!,South Joseph,0,Mayotte,2024-08-17 15:21:19.530182,1
57.08638576487472,39,43723.84652969218,125.12056963625321,Discover Extended foreground knowledgebase!,Stephenchester,0,Lebanon,2024-11-02 11:22:35.716797,1
71.3490652250035,40,54420.74299676928,142.37387178733638,Discover Mandatory didactic protocol!,North Christinastad,0,Micronesia,2025-04-09 10:13:54.132858,1
58.342791912349774,56,44729.786612310185,202.75345792539053,Discover Synergized system-worthy secured line!,New Haleyburgh,0,Belgium,2025-01-25 17:40:26.795733,1
63.13226282200103,39,28478.781364200786,191.2466487044471,Discover Seamless zero administration artificial intelligence!,South Julie,1,Togo,2024-05-25 00:59:04.570664,1
54.413357751032585,46,39172.93679601457,219.75476362034902,Discover Diverse optimal toolset!,Victoriamouth,1,Georgia,2025-01-10 11:24:51.162599,1
34.71059381638466,35,79566.32527807167,108.77924586747305,Discover Focused regional workforce!,Brittneyside,0,Andorra,2024-06-13 23:33:17.646158,1
71.43186422678477,51,58700.92316929409,105.1915086405147,Discover User-friendly systemic time-frame!,New Christina,1,Guinea-Bissau,2024-11-03 11:36:25.699438,1
100.09866143294482,58,58185.43080712116,145.37481150328438,Discover Object-based content-based adapter!,Port Sara,1,Botswana,2024-08-10 22:47:35.590274,1
65.36803261566877,40,50760.81414987043,156.275830291852,Discover Versatile tertiary structure!,Zimmermanburgh,0,Liberia,2025-04-11 06:17:16.194923,1
69.50528234495098,25,54225.61863836246,134.3084333976175,Discover Customer-focused impactful knowledgebase!,Port Paulhaven,1,Swaziland,2024-07-27 22:35:21.402715,1
78.85445510233718,29,48552.8211575293,124.41262288658378,Discover Customer-focused transitional knowledgebase!,Lake Tracey,0,Iceland,2024-07-30 02:52:38.782370,1
39.613390069066014,37,62903.92796561598,190.69580731316518,Discover Extended context-sensitive approach!,West Kyle,1,El Salvador,2024-08-07 00:33:03.556634,1
99.05029316259211,39,56512.132813890596,136.3707163781144,Discover Grass-roots asymmetric portal!,West Stephanieville,1,Trinidad and Tobago,2025-02-22 06:14:03.904075,1
69.04657592845604,41,37430.97684762077,91.39154328326704,Discover Up-sized 4thgeneration system engine!,Leemouth,1,Falkland Islands (Malvinas),2025-02-02 13:56:28.668098,1
97.63713798178217,39,58805.86754656289,96.01243652257901,Discover Cross-group didactic Internet solution!,Sherryton,1,Tokelau,2024-07-31 06:47:54.483796,1
50.33934008952021,35,20000.0,149.88257300534005,Discover Phased logistical concept!,Robersonstad,1,Netherlands,2024-10-31 11:58:09.420636,1
101.3612384511565,28,61207.887995166784,260.10609939646747,Discover Front-line bi-directional instruction set!,South Natalie,0,Bangladesh,2024-09-12 08:27:30.993659,1
80.50310988069566,39,33859.64714745218,100.96225025019285,Discover Stand-alone logistical encoding!,New Brooketown,0,Lao People's Democratic Republic,2025-01-24 23:56:18.489443,1
76.06080171704717,53,53559.17370744886,127.40503725307761,Discover Polarized coherent product!,Lake Cameron,1,Belgium,2024-11-13 01:11:12.162734,1
69.68048908706297,45,37080.58595205717,236.19219101064158,Discover Devolved radical Graphical User Interface!,North Melissa,1,Aruba,2024-10-08 06:04:14.941706,1
60.02942763851101,40,55042.34799299645,120.62877080646123,Discover Synergistic radical analyzer!,Amandastad,1,Guinea-Bissau,2024-05-22 15:52:42.144021,1
89.01063316947744,45,63674.17778914333,158.2184336508562,Discover User-friendly bottom-line knowledge user!,Shermanshire,1,Nicaragua,2025-03-21 03:52:20.626276,1
67.80719739696094,31,77542.4062787437,215.03642890364924,Discover Multi-lateral well-modulated policy!,Combschester,0,Congo,2025-02-25 13:06:09.796093,1
25.658605928256954,29,31879.63517482782,101.94085276384712,Discover Organic responsive knowledgebase!,East Suzanne,1,Timor-Leste,2024-09-22 07:22:40.206342,1
42.65627076585995,27,69632.09433506703,127.62959111913757,Discover Programmable empowering strategy!,Michellemouth,1,Martinique,2024-12-18 15:00:59.236397,1
61.28308495614505,33,56967.29058066208,120.62536265461839,Discover Right-sized zero tolerance workforce!,Owensbury,0,Uruguay,2024-09-30 14:49:18.314150,1
71.1999796633111,30,48239.99270763064,79.28418548131233,Discover Expanded intangible utilization!,Andrewview,1,Thailand,2024-07-26 18:29:31.299444,1
63.86823022200208,47,66397.8475758919,202.77463782754506,Discover Distributed modular software!,Thorntonshire,0,India,2024-04-30 03:21:04.194400,1
89.37941579587326,30,51461.1272337219,116.58382646120538,Discover Decentralized explicit capability!,Melissafurt,1,Papua New Guinea,2024-05-09 02:11:03.873985,1
25.977962719227506,26,65762.95774601019,104.95017296712432,Discover Down-sized secondary encoding!,Jordanshire,1,American Samoa,2024-11-16 11:12:16.736113,1
67.87175873010321,54,40115.95430308008,122.22264447718312,Discover Proactive methodical definition!,North Jessicabury,0,Sweden,2024-08-14 10:18:35.382583,1
28.640415492256906,30,45505.044515555615,177.15325620616423,Discover User-friendly leadingedge hardware!,Dianeburgh,1,Belarus,2024-12-31 09:07:22.117514,1
80.19424590968336,36,69154.000791919,144.51574148031523,Discover Visionary bottom-line moratorium!,West Nicoletown,1,Zimbabwe,2024-12-03 07:21:30.316756,1
63.11082571115995,39,77281.00785355634,108.33334778278545,Discover Advanced 24/7 instruction set!,Humphreytown,0,Greece,2024-11-07 02:21:00.735612,1
73.39219944048236,23,54474.52151270726,156.3659937966021,Discover Customizable 5thgeneration knowledge user!,Jasonberg,0,Saint Vincent and the Grenadines,2025-01-26 17:47:19.931193,1
47.722340788204676,47,20000.0,172.5037879099429,Discover Switchable bottom-line emulation!,East Reginald,0,Belgium,2025-04-09 19:06:59.352572,1
90.58929863315502,41,52014.26076087318,139.04941648388973,Discover Profound system-worthy open architecture!,New Patrick,1,Falkland Islands (Malvinas),2024-08-09 03:25:42.152290,1
85.83449328117703,50,55486.39176733645,130.60956284537363,Discover Cloned global middleware!,Robinsonhaven,0,Iraq,2025-03-01 04:08:21.036748,1
76.67088606023775,28,51508.39934960242,180.6350375352888,Discover Cross-platform encompassing structure!,Jenkinsview,1,Albania,2024-11-08 03:31:27.235716,1
62.40965506273118,35,60045.07842498297,132.83259013946235,Discover Object-based methodical protocol!,South Amybury,0,Puerto Rico,2024-09-21 12:32:10.935920,1
76.59714570590265,35,47846.35108604017,204.32766025160095,Discover Synergized fault-tolerant interface!,North Paul,1,Azerbaijan,2025-02-05 10:10:10.231828,1
50.862148640253025,37,67583.06291017041,109.69460511638752,Discover Open-architected modular Graphical User Interface!,Campbellville,0,Morocco,2024-08-07 19:02:40.522077,1
82.11111318041424,20,37499.30090903437,108.76346136956832,Discover Extended disintermediate parallelism!,Richardbury,1,Andorra,2025-04-27 04:46:18.793720,1
97.98961788647841,36,73552.73061031211,103.84812879662617,Discover Multi-layered homogeneous software!,Tiffanyfurt,1,American Samoa,2025-01-16 03:11:57.327325,1
86.41221119958372,20,78251.18235941639,130.4461417324007,Discover Compatible tertiary workforce!,Johnberg,0,Zambia,2024-07-26 05:08:59.995135,1
50.40795060385181,38,41304.103929095385,140.10016245465275,Discover Customizable maximized open architecture!,Woodville,0,Guinea-Bissau,2024-08-08 20:18:04.847749,1
72.22834634546206,18,41296.00261595406,86.97456361708744,Discover Extended intangible emulation!,West Lesliefurt,1,Slovakia (Slovak Republic),2024-11-10 14:24:27.332343,1
39.13716912482705,18,61160.42970666292,143.8702907165674,Discover Universal 24/7 system engine!,Johnsonfort,0,Norfolk Island,2024-11-26 20:31:16.528714,1
76.44780622351351,43,37191.69385385666,162.61416749143822,Discover Compatible responsive firmware!,West Shaneview,0,Madagascar,2024-07-17 05:12:21.786779,1
74.01206825725077,29,47610.9569334652,81.38033780827882,Discover Synergistic hybrid flexibility!,Harriston,0,French Southern Territories,2024-09-05 21:56:33.260967,1
27.60367320935672,25,71537.90434684022,119.15314294476457,Discover Open-architected dynamic website!,Debrahaven,0,Trinidad and Tobago,2024-10-08 18:47:32.087609,1
41.764323121752724,47,66064.10146715444,162.69942914275921,Discover Future-proofed client-driven secured line!,West Tyler,1,Pakistan,2024-12-20 18:11:16.866749,1
59.33722206512466,38,84702.94512534385,96.42322936496318,Discover Organized full-range definition!,Lake Matthew,1,Central African Republic,2025-01-16 00:50:53.856991,1
58.98280505718348,43,57561.762214003116,127.36085912346148,Discover Function-based solution-oriented help-desk!,Archerchester,1,South Africa,2024-08-22 02:31:34.076568,1
40.810461291623895,33,45837.42996582722,183.52734275735187,Discover Configurable fault-tolerant parallelism!,Rhondastad,0,Kiribati,2024-11-19 07:14:07.251182,1
72.77957458704367,61,55768.65267479531,211.80731052504075,Discover Cross-group radical forecast!,Robertsshire,0,Chad,2024-10-06 07:43:15.119572,1
70.02947217881024,28,52741.17490887048,157.5966084499651,Discover Progressive high-level implementation!,Coryhaven,1,Bangladesh,2025-04-22 16:44:59.163514,1
61.11461736042961,52,52951.64336195297,133.22986856689545,Discover Profit-focused background knowledge user!,New Elizabeth,1,Malta,2024-08-26 11:37:55.447518,1
49.88416999683274,34,54642.944378564,119.9440791745709,Discover Digitized homogeneous ability!,Greermouth,0,Tonga,2024-11-26 13:17:15.651260,1
85.97414252833127,18,41023.49936730645,176.4301639508619,Discover Re-engineered uniform artificial intelligence!,Foxton,1,Jordan,2024-09-20 04:12:39.895027,1
98.1081422617659,39,59233.26632455964,185.3362559646268,Discover Cloned radical forecast!,Hillshire,1,Sao Tome and Principe,2025-03-27 04:21:01.784513,1
55.32877032306926,38,33870.050983621135,93.74256811529406,Discover Synergistic heuristic synergy!,North Jenniferchester,0,Svalbard & Jan Mayen Islands,2024-10-24 04:21:48.310588,1
52.75666165690359,24,44247.60088137828,176.41707263775731,Discover Triple-buffered local array!,East Rubenview,1,El Salvador,2025-01-24 22:14:21.560922,1
74.82415330823993,25,53216.81855290274,115.71814793095115,Discover Phased multi-state intranet!,Loganchester,1,Macao,2024-10-01 22:57:27.767671,1
57.83941240506027,34,21106.700310166125,105.6177690419103,Discover Adaptive multi-tasking moratorium!,West William,0,Netherlands Antilles,2024-12-09 18:19:14.036750,1
62.212055986735315,38,66534.87304517376,133.85423185798288,Discover Triple-buffered global paradigm!,Beckerchester,0,Angola,2025-04-09 13:55:17.726039,1
79.79306303449343,18,24202.682352287422,179.66452970249458,Discover Visionary optimal functionalities!,Burkechester,0,American Samoa,2024-11-07 10:38:49.844719,1
26.812878249854144,45,65043.81536347268,152.37621299358688,Discover Robust multi-state throughput!,Stephaniemouth,1,Korea,2024-11-02 04:34:57.363113,1
91.36604649705339,30,35607.86065107757,151.29326659163266,Discover Business-focused composite hardware!,New Elizabethview,1,Belarus,2024-08-22 13:57:27.805362,1
66.45361048658683,21,48926.21963944751,154.09766615998723,Discover Implemented impactful focus group!,South David,0,Dominica,2024-06-08 17:33:15.451780,1
56.770137108756394,44,62786.95970424144,158.70632074761446,Discover Triple-buffered zero administration Graphic Interface!,Jamesland,1,Cook Islands,2025-03-10 12:41:58.766824,1
63.21531691557102,34,87972.09279219224,135.4339512989414,Discover Innovative bifurcated access!,Port Paigefort,0,Central African Republic,2025-04-25 14:09:46.939913,1
64.24858710041038,47,56746.779665610244,165.27555061567944,Discover Balanced transitional structure!,Port Paulstad,0,Sao Tome and Principe,2024-09-13 20:36:54.492635,1
30.37597393110149,39,25260.605077007378,113.61271216099857,Discover Compatible encompassing capability!,Lake Elizabeth,1,Tanzania,2025-04-07 21:36:54.723204,1
94.89876454906472,34,69305.42698953662,166.04030603782115,Discover Object-based local collaboration!,Williammouth,1,Gabon,2024-08-22 01:45:17.605562,1
65.82651264541236,33,51521.22392711473,174.27941391335955,Discover User-centric zero tolerance help-desk!,East Amanda,0,Nigeria,2025-03-01 15:20:52.569415,1
73.86004260894751,39,56048.59981688236,167.96546378267917,Discover Right-sized maximized database!,Joshuastad,0,Philippines,2024-10-05 01:36:03.138519,1
84.03099541148086,30,63367.94544831422,170.04115326776395,Discover Mandatory content-based encoding!,Port Jacqueline,1,Dominica,2025-01-30 00:00:10.216582,1
44.57675084879399,26,21619.330646414288,158.5946256092058,Discover Robust next generation strategy!,Scottport,1,Somalia,2025-02-01 00:17:18.744065,1
74.46943798070457,41,55098.05271602794,186.93771661370457,Discover Re-engineered content-based initiative!,Nicoleton,1,Palau,2025-03-31 14:43:20.333670,1
59.64717818202413,33,48854.59165070957,50.0,Discover Ameliorated coherent secured line!,Pamelaton,1,Afghanistan,2025-01-30 03:32:54.441380,1
81.93541550432988,35,73327.52359008278,174.14983830260647,Discover Open-architected multimedia toolset!,North Richard,1,Isle of Man,2024-09-19 02:01:39.557225,1
22.455451592970093,45,65906.70645008114,219.01830108631503,Discover User-centric non-volatile interface!,East Connie,1,Uruguay,2024-12-21 08:44:01.539785,1
63.01811399517462,33,30594.97115827679,115.12418100164567,Discover Customer-focused needs-based system engine!,Johnsonhaven,1,Barbados,2024-06-17 09:29:59.392027,1
52.943586884320766,35,73939.38778523573,110.65080566549986,Discover Object-based transitional core!,Port Brettshire,0,Moldova,2024-06-11 06:54:27.065341,1
73.64525901268311,29,61742.87632240317,191.45276051895212,Discover Enhanced mission-critical parallelism!,New Paulton,1,Suriname,2025-03-09 00:23:19.965202,1
74.40088374736405,39,31791.376038201724,102.93042642082871,Discover De-engineered impactful infrastructure!,Lake Samantha,0,Italy,2025-02-08 08:53:04.532198,1
50.84748210355948,38,55836.2965523916,113.3310274969819,Discover Configurable holistic interface!,Morrowmouth,1,Paraguay,2024-08-08 20:47:11.318691,1
50.756522716479125,44,70522.39170783783,146.79794078791187,Discover Cross-group bifurcated solution!,Lake Helen,0,Japan,2024-05-14 11:23:52.980242,1
62.78669262885341,29,36789.34191139909,108.04195159387757,Discover Multi-channeled impactful Graphic Interface!,Port Robert,0,Comoros,2024-07-03 06:54:15.429848,1
47.06715545369583,30,75663.66003768126,175.00098007974236,Discover Operative background monitoring!,Port David,1,Saint Pierre and Miquelon,2024-11-13 17:50:27.498699,1
81.83967390904255,42,32310.568388087115,108.36791510971281,Discover Visionary regional system engine!,Sharonmouth,0,Anguilla,2025-04-11 07:52:54.457912,1
57.61585599105108,37,43131.59235029523,154.42533390826722,Discover Open-architected well-modulated circuit!,Mitchellchester,1,Svalbard & Jan Mayen Islands,2024-12-07 14:52:36.196163,1
20.0,25,40856.93746915462,151.37929851986024,Discover Reactive next generation concept!,Elizabethberg,1,Kiribati,2024-12-14 18:06:24.564198,1
